year,jvndb_id,title,description,published_date,cvss_score,cvss_severity,cve_ids,affected_products,link
2025,JVNDB-2025-021411,Huawei の HarmonyOS における競合状態に関する脆弱性,Huawei の HarmonyOS には、競合状態に関する脆弱性が存在します。,2025-12-10 01:28:24+00:00,4.7,Medium,CVE-2025-66327,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021411.html
2025,JVNDB-2025-021412,WorkOS の Node.js 用 AuthKit Next.js Library における重要な情報を含むキャッシュの使用に関する脆弱性,WorkOS の Node.js 用 AuthKit Next.js Library には、重要な情報を含むキャッシュの使用に関する脆弱性が存在します。,2025-12-10 01:28:27+00:00,9.1,Critical,CVE-2025-64762,WorkOS:AuthKit Next.js Library,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021412.html
2025,JVNDB-2025-021413,Patrick Mvuma の Patients Waiting Area Queue Management System における SQL インジェクションの脆弱性,Patrick Mvuma の Patients Waiting Area Queue Management System には、SQL インジェクションの脆弱性が存在します。,2025-12-10 01:28:29+00:00,9.8,Critical,CVE-2025-64081,Patrick Mvuma:Patients Waiting Area Queue Management System,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021413.html
2025,JVNDB-2025-021414,Huawei の HarmonyOS におけるライフタイムを通してのリソース制御に関する脆弱性,Huawei の HarmonyOS には、ライフタイムを通してのリソース制御に関する脆弱性が存在します。,2025-12-10 01:28:32+00:00,3.3,Low,CVE-2025-54621,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021414.html
2025,JVNDB-2025-021415,Huawei の HarmonyOS におけるライフタイムを通してのリソース制御に関する脆弱性,Huawei の HarmonyOS には、ライフタイムを通してのリソース制御に関する脆弱性が存在します。,2025-12-10 01:28:34+00:00,3.3,Low,CVE-2025-54613,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021415.html
2025,JVNDB-2025-021416,複数の dbbroadcast 製品における危険なタイプのファイルの無制限アップロードに関する脆弱性,MOZART NEXT 100 ファームウェア、MOZART NEXT 1000 ファームウェア、MOZART NEXT 2000 ファームウェア等複数の dbbroadcast 製品には、危険なタイプのファイルの無制限アップロードに関する脆弱性が存在します。,2025-12-10 01:45:28+00:00,7.2,High,CVE-2025-63227,dbbroadcast:MOZART DDS NEXT 100 ファームウェア; dbbroadcast:MOZART DDS NEXT 1000 ファームウェア; dbbroadcast:MOZART DDS NEXT 2000 ファームウェア; dbbroadcast:MOZART DDS NEXT 30 ファームウェア; dbbroadcast:MOZART DDS NEXT 300 ファームウェア; dbbroadcast:MOZART DDS NEXT 3000 ファームウェア; dbbroadcast:MOZART DDS NEXT 3500 ファームウェア; dbbroadcast:MOZART DDS NEXT 50 ファームウェア; dbbroadcast:MOZART DDS NEXT 500 ファームウェア; dbbroadcast:MOZART NEXT 100 ファームウェア; dbbroadcast:MOZART NEXT 1000 ファームウェア; dbbroadcast:MOZART NEXT 2000 ファームウェア; dbbroadcast:MOZART NEXT 30 ファームウェア; dbbroadcast:MOZART NEXT 300 ファームウェア; dbbroadcast:MOZART NEXT 3000 ファームウェア; dbbroadcast:MOZART NEXT 3500 ファームウェア; dbbroadcast:MOZART NEXT 50 ファームウェア; dbbroadcast:MOZART NEXT 500 ファームウェア; dbbroadcast:MOZART NEXT 6000 ファームウェア; dbbroadcast:MOZART NEXT 7000 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021416.html
2025,JVNDB-2025-021417,xibosignage の xibo におけるコードインジェクションの脆弱性,xibosignage の xibo には、コードインジェクションの脆弱性、テンプレートエンジンで使用される特殊な要素の不適切な無効化に関する脆弱性が存在します。,2025-12-10 01:45:30+00:00,7.2,High,CVE-2025-62369,xibosignage:xibo,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021417.html
2025,JVNDB-2025-021418,Absolute Software の secure access における入力確認に関する脆弱性,Absolute Software の secure access には、入力確認に関する脆弱性が存在します。,2025-12-10 01:45:33+00:00,7.5,High,CVE-2025-59595,Absolute Software:secure access,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021418.html
2025,JVNDB-2025-021419,QNAP Systems の QNAP NetBak Replicator における引用されない検索パスまたは要素に関する脆弱性,QNAP Systems の QNAP NetBak Replicator には、引用されない検索パスまたは要素に関する脆弱性が存在します。,2025-12-10 01:45:35+00:00,7.8,High,CVE-2025-57714,QNAP Systems:QNAP NetBak Replicator,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021419.html
2025,JVNDB-2025-021420,複数の WSO2 製品におけるクロスサイトリクエストフォージェリの脆弱性,WSO2 API Control Plane、WSO2 API Manager、WSO2 Enterprise Integrator 等複数の WSO2 製品には、クロスサイトリクエストフォージェリの脆弱性が存在します。,2025-12-10 01:54:26+00:00,8.8,High,CVE-2025-6670,WSO2:Identity Server as Key Manager; WSO2:WSO2 API Control Plane; WSO2:WSO2 API Manager; WSO2:WSO2 Enterprise Integrator; WSO2:WSO2 Identity Server; WSO2:WSO2 Open Banking AM; WSO2:WSO2 Open Banking IAM; WSO2:WSO2 Traffic Manager; WSO2:WSO2 Universal Gateway,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021420.html
2025,JVNDB-2025-021421,Huawei の HarmonyOS における脆弱性,Huawei の HarmonyOS には、不特定の脆弱性が存在します。,2025-12-10 01:54:29+00:00,5.5,Medium,CVE-2025-66332,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021421.html
2025,JVNDB-2025-021422,Huawei の HarmonyOS における競合状態に関する脆弱性,Huawei の HarmonyOS には、競合状態に関する脆弱性が存在します。,2025-12-10 01:54:31+00:00,4.7,Medium,CVE-2025-66328,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021422.html
2025,JVNDB-2025-021423,Monospace Inc の Node.js 用 Directus における観測可能な不一致に関する脆弱性,Monospace Inc の Node.js 用 Directus には、観測可能な不一致に関する脆弱性、エラーメッセージによる情報漏えいに関する脆弱性が存在します。,2025-12-10 01:54:34+00:00,4.3,Medium,CVE-2025-64749,Monospace Inc:Directus,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021423.html
2025,JVNDB-2025-021424,Booster の WordPress 用 Booster for WooCommerce におけるクロスサイトスクリプティングの脆弱性,Booster の WordPress 用 Booster for WooCommerce には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-10 01:54:36+00:00,6.5,Medium,CVE-2025-64380,Booster:Booster for WooCommerce,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021424.html
2025,JVNDB-2025-021425,Booster の WordPress 用 Booster for WooCommerce における認証の欠如に関する脆弱性,Booster の WordPress 用 Booster for WooCommerce には、認証の欠如に関する脆弱性が存在します。,2025-12-10 01:54:39+00:00,4.3,Medium,CVE-2025-64379,Booster:Booster for WooCommerce,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021425.html
2025,JVNDB-2025-021426,Booster の WordPress 用 Booster for WooCommerce におけるクロスサイトスクリプティングの脆弱性,Booster の WordPress 用 Booster for WooCommerce には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-10 01:54:41+00:00,7.1,High,CVE-2025-64196,Booster:Booster for WooCommerce,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021426.html
2025,JVNDB-2025-021427,OpenEXR における古典的バッファオーバーフローの脆弱性,OpenEXR には、古典的バッファオーバーフローの脆弱性が存在します。,2025-12-10 01:54:44+00:00,7.8,High,CVE-2025-64182,OpenEXR:OpenEXR,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021427.html
2025,JVNDB-2025-021428,AVAST Software s.r.o. の antivirus における脆弱性,AVAST Software s.r.o. の antivirus には、不特定の脆弱性が存在します。,2025-12-10 02:21:39+00:00,7.8,High,CVE-2025-13032,AVAST Software s.r.o.:antivirus,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021428.html
2025,JVNDB-2025-021429,ネットギアの RAX30 ファームウェアおよび RAXE300 ファームウェアにおける証明書検証に関する脆弱性,ネットギアの RAX30 ファームウェアおよび RAXE300 ファームウェアには、証明書検証に関する脆弱性が存在します。,2025-12-10 02:21:41+00:00,7.5,High,CVE-2025-12943,ネットギア:RAX30 ファームウェア; ネットギア:RAXE300 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021429.html
2025,JVNDB-2025-021430,Email TFA project の Drupal 用 Email TFA における代替パスまたはチャネルを使用した認証回避に関する脆弱性,Email TFA project の Drupal 用 Email TFA には、代替パスまたはチャネルを使用した認証回避に関する脆弱性が存在します。,2025-12-10 02:21:44+00:00,5.4,Medium,CVE-2025-12760,Email TFA project:Email TFA,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021430.html
2025,JVNDB-2025-021431,Huawei の EnzoH-W5611T ファームウェアにおける OS コマンドインジェクションの脆弱性,Huawei の EnzoH-W5611T ファームウェアには、OS コマンドインジェクションの脆弱性が存在します。,2025-12-10 02:21:46+00:00,6.7,Medium,CVE-2024-58255,Huawei:EnzoH-W5611T ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021431.html
2025,JVNDB-2025-021432,Socomec の DIRIS Digiware Webview M-70 ファームウェアにおける重要な機能に対する認証の欠如に関する脆弱性,Socomec の DIRIS Digiware Webview M-70 ファームウェアには、重要な機能に対する認証の欠如に関する脆弱性が存在します。,2025-12-10 02:25:31+00:00,7.5,High,CVE-2025-54849,Socomec:DIRIS Digiware Webview M-70 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021432.html
2025,JVNDB-2025-021433,Huawei の EnzoH-W5611T ファームウェアにおける OS コマンドインジェクションの脆弱性,Huawei の EnzoH-W5611T ファームウェアには、OS コマンドインジェクションの脆弱性が存在します。,2025-12-10 02:32:12+00:00,7.8,High,CVE-2024-58256,Huawei:EnzoH-W5611T ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021433.html
2025,JVNDB-2025-021434,Onlook における入力確認に関する脆弱性,Onlook には、入力確認に関する脆弱性、クロスサイトスクリプティングの脆弱性、エンコードおよびエスケープに関する脆弱性が存在します。,2025-12-10 02:36:43+00:00,6.1,Medium,CVE-2025-63785,Onlook:Onlook,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021434.html
2025,JVNDB-2025-021435,複数の Entrust 製品におけるスプーフィングによる認証回避に関する脆弱性,nShield 5c ファームウェア、nShield HSMi ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、スプーフィングによる認証回避に関する脆弱性が存在します。,2025-12-10 02:36:45+00:00,6.8,Medium,CVE-2025-59699,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021435.html
2025,JVNDB-2025-021436,複数の Entrust 製品における脆弱性,nShield 5c ファームウェア、nShield HSMi ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、不特定の脆弱性が存在します。,2025-12-10 02:41:53+00:00,4.6,Medium,CVE-2025-59704,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021436.html
2025,JVNDB-2025-021437,複数の Entrust 製品におけるアクセス制御に関する脆弱性,nShield 5c ファームウェア、nShield HSMi ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、アクセス制御に関する脆弱性が存在します。,2025-12-10 02:41:56+00:00,9.1,Critical,CVE-2025-59703,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021437.html
2025,JVNDB-2025-021438,複数の D-Link Corporation 製品におけるバッファエラーの脆弱性,DIR-825M ファームウェア、DWR-M920 ファームウェア、DWR-M921 ファームウェア等複数の D-Link Corporation 製品には、バッファエラーの脆弱性、古典的バッファオーバーフローの脆弱性が存在します。,2025-12-10 02:56:31+00:00,8.8,High,CVE-2025-13304,D-Link Corporation:DIR-825M ファームウェア; D-Link Corporation:DWR-M920 ファームウェア; D-Link Corporation:DWR-M921 ファームウェア; D-Link Corporation:DWR-M960 ファームウェア; D-Link Corporation:DWR-M961 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021438.html
2025,JVNDB-2025-021439,Lee Peuker の Movary におけるオープンリダイレクトの脆弱性,Lee Peuker の Movary には、オープンリダイレクトの脆弱性が存在します。,2025-12-10 03:01:34+00:00,6.1,Medium,CVE-2025-64116,Lee Peuker:Movary,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021439.html
2025,JVNDB-2025-021440,Google の Android における整数オーバーフローの脆弱性,Google の Android には、整数オーバーフローの脆弱性が存在します。,2025-12-10 03:07:36+00:00,7.8,High,CVE-2025-48637,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021440.html
2025,JVNDB-2025-021441,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:07:39+00:00,7.8,High,CVE-2025-48632,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021441.html
2025,JVNDB-2025-021442,Google の Android における制限またはスロットリング無しのリソースの割り当てに関する脆弱性,Google の Android には、制限またはスロットリング無しのリソースの割り当てに関する脆弱性が存在します。,2025-12-10 03:07:41+00:00,7.5,High,CVE-2025-48631,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021442.html
2025,JVNDB-2025-021443,Google の Android におけるリソースの安全ではないデフォルト値への初期化に関する脆弱性,Google の Android には、リソースの安全ではないデフォルト値への初期化に関する脆弱性が存在します。,2025-12-10 03:07:44+00:00,7.8,High,CVE-2025-48629,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021443.html
2025,JVNDB-2025-021444,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:07:46+00:00,7.8,High,CVE-2025-48627,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021444.html
2025,JVNDB-2025-021445,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:07:49+00:00,5.5,Medium,CVE-2025-48610,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021445.html
2025,JVNDB-2025-021446,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:07:51+00:00,7.8,High,CVE-2025-48606,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021446.html
2025,JVNDB-2025-021447,Google の Android における入力確認に関する脆弱性,Google の Android には、入力確認に関する脆弱性が存在します。,2025-12-10 03:07:54+00:00,5.5,Medium,CVE-2025-48601,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021447.html
2025,JVNDB-2025-021448,Google の Android におけるレンダリングされたユーザインターフェースレイヤまたはフレームの不適切な制限に関する脆弱性,Google の Android には、レンダリングされたユーザインターフェースレイヤまたはフレームの不適切な制限に関する脆弱性が存在します。,2025-12-10 03:07:56+00:00,7.8,High,CVE-2025-48597,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021448.html
2025,JVNDB-2025-021449,XunRuiCMS におけるサーバサイドのリクエストフォージェリの脆弱性,XunRuiCMS には、サーバサイドのリクエストフォージェリの脆弱性が存在します。,2025-12-10 03:07:59+00:00,9.8,Critical,CVE-2025-14004,XunRuiCMS:XunRuiCMS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021449.html
2025,JVNDB-2025-021450,Huawei の HarmonyOS における脆弱性,Huawei の HarmonyOS には、不特定の脆弱性が存在します。,2025-12-10 03:08:17+00:00,5.5,Medium,CVE-2025-66333,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021450.html
2025,JVNDB-2025-021451,Collabora Ltd の Collabora Online における OS コマンドインジェクションの脆弱性,Collabora Ltd の Collabora Online には、OS コマンドインジェクションの脆弱性が存在します。,2025-12-10 03:08:20+00:00,9.8,Critical,CVE-2025-66208,Collabora Ltd:Collabora Online,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021451.html
2025,JVNDB-2025-021452,Monospace Inc の Node.js 用 Directus における送信データへの重要な情報の挿入に関する脆弱性,Monospace Inc の Node.js 用 Directus には、送信データへの重要な情報の挿入に関する脆弱性が存在します。,2025-12-10 03:08:22+00:00,6.5,Medium,CVE-2025-64748,Monospace Inc:Directus,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021452.html
2025,JVNDB-2025-021453,oisf の suricata におけるスタックベースのバッファオーバーフローの脆弱性,oisf の suricata には、スタックベースのバッファオーバーフローの脆弱性、境界外書き込みに関する脆弱性が存在します。,2025-12-10 03:08:25+00:00,7.5,High,CVE-2025-64331,oisf:suricata,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021453.html
2025,JVNDB-2025-021454,OpenEXR における初期化されていない変数の使用に関する脆弱性,OpenEXR には、初期化されていない変数の使用に関する脆弱性が存在します。,2025-12-10 03:08:27+00:00,7.5,High,CVE-2025-64181,OpenEXR:OpenEXR,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021454.html
2025,JVNDB-2025-021455,Redis Ltd. の Redis における入力確認に関する脆弱性,Redis Ltd. の Redis には、入力確認に関する脆弱性、スタックベースのバッファオーバーフローの脆弱性、境界外書き込みに関する脆弱性が存在します。,2025-12-10 03:08:30+00:00,8.8,High,CVE-2025-62507,Redis Ltd.:Redis,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021455.html
2025,JVNDB-2025-021456,"Shenzhen Tenda Technology Co.,Ltd. の AC8 ファームウェアにおけるスタックベースのバッファオーバーフローの脆弱性","Shenzhen Tenda Technology Co.,Ltd. の AC8 ファームウェアには、スタックベースのバッファオーバーフローの脆弱性が存在します。",2025-12-10 03:08:32+00:00,7.5,High,CVE-2025-61498,"Shenzhen Tenda Technology Co.,Ltd.:AC8 ファームウェア",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021456.html
2025,JVNDB-2025-021457,Huawei の HarmonyOS における信頼できないデータのデシリアライゼーションに関する脆弱性,Huawei の HarmonyOS には、信頼できないデータのデシリアライゼーションに関する脆弱性が存在します。,2025-12-10 03:08:34+00:00,5.5,Medium,CVE-2025-54639,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021457.html
2025,JVNDB-2025-021458,Huawei の EMUI および HarmonyOS における競合状態に関する脆弱性,Huawei の EMUI および HarmonyOS には、競合状態に関する脆弱性が存在します。,2025-12-10 03:08:37+00:00,4.7,Medium,CVE-2025-54629,Huawei:EMUI; Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021458.html
2025,JVNDB-2025-021459,Huawei の HarmonyOS における解放済みメモリの使用に関する脆弱性,Huawei の HarmonyOS には、解放済みメモリの使用に関する脆弱性が存在します。,2025-12-10 03:08:39+00:00,4.4,Medium,CVE-2025-54626,Huawei:HarmonyOS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021459.html
2025,JVNDB-2025-021460,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:08:42+00:00,7.3,High,CVE-2025-48639,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021460.html
2025,JVNDB-2025-021461,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:08:44+00:00,9.8,Critical,CVE-2025-48626,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021461.html
2025,JVNDB-2025-021462,Google の Android における境界外書き込みに関する脆弱性,Google の Android には、境界外書き込みに関する脆弱性が存在します。,2025-12-10 03:08:47+00:00,7.8,High,CVE-2025-48623,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021462.html
2025,JVNDB-2025-021463,Google の Android におけるリソースの安全ではないデフォルト値への初期化に関する脆弱性,Google の Android には、リソースの安全ではないデフォルト値への初期化に関する脆弱性が存在します。,2025-12-10 03:08:49+00:00,7.3,High,CVE-2025-48621,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021463.html
2025,JVNDB-2025-021464,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:08:51+00:00,7.8,High,CVE-2025-48620,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021464.html
2025,JVNDB-2025-021465,Google の Android における認証の欠如に関する脆弱性,Google の Android には、認証の欠如に関する脆弱性が存在します。,2025-12-10 03:08:54+00:00,4.6,Medium,CVE-2025-48614,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021465.html
2025,JVNDB-2025-021466,Google の Android における認証の欠如に関する脆弱性,Google の Android には、認証の欠如に関する脆弱性が存在します。,2025-12-10 03:08:56+00:00,7.8,High,CVE-2025-48599,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021466.html
2025,JVNDB-2025-021467,Google の Android における脆弱性,Google の Android には、不特定の脆弱性が存在します。,2025-12-10 03:08:59+00:00,7.3,High,CVE-2025-48594,Google:Android,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021467.html
2025,JVNDB-2025-021468,Booster の WordPress 用 Booster for WooCommerce におけるクロスサイトスクリプティングの脆弱性,Booster の WordPress 用 Booster for WooCommerce には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-10 03:09:01+00:00,6.1,Medium,CVE-2025-39446,Booster:Booster for WooCommerce,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021468.html
2025,JVNDB-2025-021469,"ThemeAtelier の WordPress 用 IDonate - Blood Donation, Request And Donor Management System における PHP リモートファイルインクルージョンの脆弱性","ThemeAtelier の WordPress 用 IDonate - Blood Donation, Request And Donor Management System には、PHP リモートファイルインクルージョンの脆弱性が存在します。",2025-12-10 03:09:04+00:00,9.8,Critical,CVE-2025-32519,"ThemeAtelier:IDonate - Blood Donation, Request And Donor Management System",https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021469.html
2025,JVNDB-2025-021470,PgBouncer の PgBouncer 等複数ベンダの製品における有効期限を過ぎた鍵の使用に関する脆弱性,PgBouncer の PgBouncer 等複数ベンダの製品には、有効期限を過ぎた鍵の使用に関する脆弱性が存在します。,2025-12-10 03:09:06+00:00,9.8,Critical,CVE-2025-2291,Debian:Debian GNU/Linux; PgBouncer:PgBouncer,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021470.html
2025,JVNDB-2025-021471,ネットギアの DGN2200 ファームウェアにおける入力確認に関する脆弱性,ネットギアの DGN2200 ファームウェアには、入力確認に関する脆弱性が存在します。,2025-12-10 03:09:09+00:00,8.8,High,CVE-2025-12944,ネットギア:DGN2200 ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021471.html
2025,JVNDB-2025-021472,matthewdeaves の Willow CMS におけるアクセス制御に関する脆弱性,matthewdeaves の Willow CMS には、アクセス制御に関する脆弱性、危険なタイプのファイルの無制限アップロードに関する脆弱性が存在します。,2025-12-10 03:09:11+00:00,7.2,High,CVE-2025-12331,matthewdeaves:Willow CMS,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021472.html
2025,JVNDB-2025-021473,MongoDB Inc. の MongoDB C Driver および php driver における期限切れのポインタデリファレンスに関する脆弱性,MongoDB Inc. の MongoDB C Driver および php driver には、期限切れのポインタデリファレンスに関する脆弱性が存在します。,2025-12-10 03:09:14+00:00,3.3,Low,CVE-2025-12119,MongoDB Inc.:MongoDB C Driver; MongoDB Inc.:php driver,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021473.html
2025,JVNDB-2025-021474,GitHub の Enterprise Server におけるリンク解釈に関する脆弱性,GitHub の Enterprise Server には、リンク解釈に関する脆弱性が存在します。,2025-12-10 03:09:16+00:00,7.2,High,CVE-2025-11578,GitHub:Enterprise Server,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021474.html
2025,JVNDB-2025-021475,Booster の WordPress 用 Booster for WooCommerce における危険なタイプのファイルの無制限アップロードに関する脆弱性,Booster の WordPress 用 Booster for WooCommerce には、危険なタイプのファイルの無制限アップロードに関する脆弱性が存在します。,2025-12-10 03:09:18+00:00,9.8,Critical,CVE-2024-13342,Booster:Booster for WooCommerce,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021475.html
2025,JVNDB-2025-021476,複数の Entrust 製品における権限管理に関する脆弱性,nShield 5c ファームウェア、nShield HSMi ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、権限管理に関する脆弱性が存在します。,2025-12-10 03:11:01+00:00,6.8,Medium,CVE-2025-59705,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021476.html
2025,JVNDB-2025-021477,複数の Entrust 製品における重要な情報の平文保存に関する脆弱性,nShield Connect XC High ファームウェア、nShield Connect XC Mid ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、重要な情報の平文保存に関する脆弱性が存在します。,2025-12-10 03:11:04+00:00,4.1,Medium,CVE-2025-59701,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021477.html
2025,JVNDB-2025-021478,複数の Entrust 製品における権限管理に関する脆弱性,nShield 5c ファームウェア、nShield HSMi ファームウェア、nShield Connect XC Base ファームウェア等複数の Entrust 製品には、権限管理に関する脆弱性、アクセス制御に関する脆弱性が存在します。,2025-12-10 03:11:06+00:00,7.2,High,CVE-2025-59697,Entrust:nShield 5c ファームウェア; Entrust:nShield Connect XC Base ファームウェア; Entrust:nShield Connect XC High ファームウェア; Entrust:nShield Connect XC Mid ファームウェア; Entrust:nShield HSMi ファームウェア,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021478.html
2025,JVNDB-2025-021479,Simple multi step form project の Drupal 用 Simple multi step form におけるクロスサイトスクリプティングの脆弱性,Simple multi step form project の Drupal 用 Simple multi step form には、クロスサイトスクリプティングの脆弱性が存在します。,2025-12-10 03:24:46+00:00,3.5,Low,CVE-2025-12761,Simple multi step form project:Simple multi step form,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021479.html
2025,JVNDB-2025-021480,QNAP Systems の HybridDesk Station におけるコマンドインジェクションの脆弱性,QNAP Systems の HybridDesk Station には、コマンドインジェクションの脆弱性、OS コマンドインジェクションの脆弱性が存在します。,2025-12-10 03:27:51+00:00,8.4,High,CVE-2025-44015,QNAP Systems:HybridDesk Station,https://jvndb.jvn.jp/ja/contents/2025/JVNDB-2025-021480.html
